,SMILES,WS_value,LogWS
326,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,175.0,2.243038049
327,CC(=O)CC(C1=C(O)c2ccccc2OC1=O)c1ccccc1,17.0,1.230448921
328,OC(=O)c1ccccc1C(c1ccc(O)cc1)c1ccc(O)cc1,175.0,2.243038049
329,[O-][N+](=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0.44,-0.356547324
330,[O-][N+](=O)c1c(O)c(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,5341.0,3.727622578
331,CN1CCN(CC1)C(c1ccccc1)c1ccccc1,1000.0,3.0
332,CC(C)(C)C(=O)C1C(=O)c2ccccc2C1=O,18.0,1.255272505
333,C1Cc2cccc3cccc1c23,3.9,0.591064607
334,Cc1c[nH]c2ccccc21,498.0,2.697229343
335,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C21,120.0,2.079181246
336,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,43.6,1.639486489
337,Oc1cccc2c1cccc2O,165.0,2.217483944
338,CN1c2[n]c[n](C)c2C(=O)NC1=O,330.0,2.51851394
339,c1ccccc1-c1ccccc1-c1ccccc1,1.239,0.093071306
340,CC[C@H]([C@H](CC)c1ccc(O)cc1)c1ccc(O)cc1,12.0,1.079181246
341,O=C1c2ccccc2C(=O)c2ccccc12,1.35,0.130333768
342,CCOC(=O)c1ccccc1C(=O)OCC,1080.0,3.033423755
343,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,6.2,0.792391689
344,CCCCOC(=O)c1ccccc1C(=O)OCCCC,11.2,1.049218023
345,COc1c2C=CC(=O)Oc2cc2OC(C)(C)C=Cc21,40.0,1.602059991
346,c1cc2ccccc2c2ccccc21,1.15,0.06069784
347,c1cccc2c3ccc[n]c3ccc21,78.7,1.895974732
348,OC(=O)Cc1c(Cl)c(Cl)ccc1Cl,200.0,2.301029996
349,[O-][N+](=O)c1cccc(c1O)C(O)=O,1300.0,3.113943352
350,O=C1NC(=O)c2ccccc12,360.0,2.556302501
351,O=C1OC(=O)c2ccccc12,6200.0,3.792391689
352,CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,2.69,0.42975228
353,Cc1cc(ccc1)NC(=O)c1ccccc1C(O)=O,1000.0,3.0
354,Nc1ccc2ccccc2c1N=Nc1ccccc1,0.3,-0.522878745
355,O=NN(c1ccccc1)c1ccccc1,35.0,1.544068044
356,COP(=S)(OC)SCN1N=Nc2ccccc2C1=O,20.9,1.320146286
357,[O-][N+](=O)c1cccc2ccccc21,9.18,0.962842681
358,C1c2ccccc2-c2ccccc21,1.69,0.227886705
359,c1cccc2[nH]c3ccccc3c21,1.8,0.255272505
360,OC(=O)Cc1cccc2ccccc21,420.0,2.62324929
361,NC(=S)Nc1cccc2ccccc21,600.0,2.77815125
362,"CN1[C@@H]2C[C@H](C[C@H]1CC2)OC(=O)C(O)c1ccccc1 |&1:2,4,6|",10000.0,4.0
363,Oc1ccccc1C(=O)Nc1ccccc1,55.0,1.740362689
364,CC(C)CCOC(=O)c1ccccc1O,145.0,2.161368002
365,[O-][N+](=O)O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+]([O-])=O,550.0,2.740362689
366,COc1c(Cl)cc(Cl)cc1Cl,10.0,1.0
367,OC(=O)Cc1c[nH]c2ccccc21,1500.0,3.176091259
368,Clc1c(Cl)cccc1Cl,18.0,1.255272505
369,Oc1c(Cl)cccc1Cl,1900.0,3.278753601
370,Oc1c(O)cccc1O,507000.0,5.705007959
371,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,3.2,0.505149978
372,O[C@@H](CO)[C@@H](O)[C@H](O)C(=O)CO,360000.0,5.556302501
373,Cc1c(C)c(C)c(C)c(C)c1C,0.235,-0.628932138
374,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,14.0,1.146128036
375,"O[C@@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O |&1:1,2,4,6,8,10|",143000.0,5.155336037
376,O[C@H]([C@@H](O)CO)[C@H](O)CO,642000.0,5.807535028
377,Cc1cc(O)cc(C)c1Cl,250.0,2.397940009
378,Oc1c(Cl)cc(Cl)cc1Cl,800.0,2.903089987
379,CCC(CC)C(O)=O,18000.0,4.255272505
380,OC(=O)c1cc[s]c1,4300.0,3.633468456
381,OC(=O)c1ccco1,37100.0,4.56937391
382,Cc1ccccc1S(N)(=O)=O,1620.0,3.209515015
383,OC(=O)c1ccccc1I,461.0,2.663700925
384,Cc1ccccc1[N+]([O-])=O,650.0,2.812913357
385,[O-][N+](=O)c1ccccc1Cl,441.0,2.644438589
386,Nc1ccccc1[N+]([O-])=O,1470.0,3.167317335
387,[O-][N+](=O)c1ccccc1O,2500.0,3.397940009
388,CCC(C)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,52.0,1.716003344
389,[O-][N+](=O)c1cc(c(Cl)c(c1)[N+]([O-])=O)[N+]([O-])=O,530.0,2.72427587
390,[O-][N+](=O)c1cc(c(O)c(c1)[N+]([O-])=O)[N+]([O-])=O,12700.0,4.103803721
391,OC(=O)c1ccccc1C(O)=O,6970.0,3.843232778
392,OC(=O)c1[n]cccc1C(O)=O,11000.0,4.041392685
393,OC(=O)c1cc(c(cc1C(O)=O)C(O)=O)C(O)=O,14000.0,4.146128036
394,[O-][N+](=O)c1cc(Cl)ccc1Cl,14.0,1.146128036
395,[O-][N+](=O)c1cc(Cl)c(Cl)cc1Cl,29.4,1.46834733
396,CC(C)C1CCC(C)CC1O,456.3,2.659250469
397,Cc1ccc(C(C)C)c(O)c1,900.0,2.954242509
398,CCc1ccccc1O,5340.0,3.727541257
399,Oc1ccccc1CO,63000.0,4.799340549
400,COc1ccccc1O,18700.0,4.271841607
401,Brc1cccc2ccccc21,9.318,0.969322706
402,Cc1cccc2ccccc21,25.8,1.411619706
403,Clc1cccc2ccccc21,17.4,1.240549248
404,Oc1cccc2ccccc21,866.0,2.937517892
405,c1cccc2c(cccc21)Nc1ccccc1,60.0,1.77815125
406,C1[C@@H]2C[C@@H](CN3CCCC[C@@H]32)[C@@H]2CCCCN21,3040.0,3.482873584
407,Oc1ccccc1-c1ccccc1,700.0,2.84509804
408,OC(=O)C(O)c1ccccc1,181000.0,5.257678575
409,OC(c1ccccc1)c1ccccc1,520.0,2.716003344
410,COc1cccc(OC)c1O,17200.0,4.235528447
411,C1CCCC2CCCCC21,0.889,-0.051098239
412,c1[n]c[n]c2[n]cc[n]c21,143000.0,5.155336037
413,c1cccc2ccccc21,31.0,1.491361694
414,c1cccc2[n]cccc21,6110.0,3.78604121
415,COc1ccccc1[N+]([O-])=O,1690.0,3.227886705
416,Cc1cc2ccccc2cc1,24.6,1.390935107
417,Clc1cc2ccccc2cc1,11.7,1.068185862
418,O=C1C=Cc2ccccc2O1,1900.0,3.278753601
419,CCN(CC)c1ccccc1,140.0,2.146128036
420,Nc1[n]c([n]c(N)[n]1)-c1ccccc1,600.0,2.77815125
421,Nc1ccc(cc1Cl)-c1cc(Cl)c(N)cc1,3.1,0.491361694
422,c1c(cccc1-c1ccccc1)-c1ccccc1,1.511,0.179264464
423,c1c2cc3ccccc3cc2cc2ccccc21,0.00151,-2.821023053
424,Oc1cc2ccccc2cc1O,293.0,2.46686762
425,c1ccccc1-c1ccccc1,7.48,0.873901598
426,Brc1ccc(cc1)-c1ccccc1,0.653,-0.185086819
427,Oc1ccc(cc1)-c1ccccc1,56.2,1.749736316
428,c1cccc2Nc3ccccc3Sc21,1.59,0.201397124
429,Nc1ccc(cc1)-c1ccc(N)cc1,322.0,2.507855872
430,c1cc(ccc1-c1ccccc1)-c1ccccc1,0.018,-1.744727495
431,OC(=O)c1cc2ccccc2cc1,47.0,1.672097858
432,COc1ccccc1OCC(O)CO,50000.0,4.698970004
433,Cc1cc2[n]c(C)ccc2cc1,1795.0,3.254064453
434,CCC(=O)c1ccccc1,2000.0,3.301029996
435,COC(=O)c1ccccc1,2100.0,3.322219295
436,COC(=O)c1ccc[n]c1,47600.0,4.677606953
437,Cc1cc(Cl)ccc1OC(C)C(O)=O,620.0,2.792391689
438,C=CCN(CC=C)C(=O)CCl,19700.0,4.294466226
439,CC(Oc1cc(Cl)c(Cl)cc1Cl)C(O)=O,71.0,1.851258349
440,OC(=O)COc1cc(Cl)c(Cl)cc1Cl,278.0,2.444044796
441,CCOC(=O)c1ccccc1,720.0,2.857332496
442,CCOC(=O)c1ccc(N)cc1,1310.0,3.117271296
443,CCCOC(=O)c1ccc(N)cc1,842.0,2.925312091
444,CCCOC(=O)c1ccc(O)cc1,500.0,2.698970004
445,CC(C)COC(=O)c1ccc(N)cc1,220.0,2.342422681
446,CCc1[n][n]c(NS(=O)(=O)c2ccc(N)cc2)[s]1,3250.0,3.511883361
447,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,258.0,2.411619706
448,CCOc1ccc(cc1)C(=O)OCCN(CC)CC,512.1,2.709354776
449,CCCCOC(=O)c1ccc(N)cc1,335.0,2.525044807
450,CCCCOC(=O)c1ccc(O)cc1,207.0,2.315970345
451,O=C(OOC(=O)c1ccccc1)c1ccccc1,9.1,0.959041392
452,O=C(/C=C/C=C/c1cc2OCOc2cc1)N1CCCCC1,40.0,1.602059991
453,Cc1cc(Cl)ccc1OCC(O)=O,630.0,2.799340549
454,OC(=O)COc1ccc(Cl)cc1Cl,677.0,2.830588669
455,Cc1cc(Cl)ccc1OCCCC(O)=O,48.0,1.681241237
456,OC(=O)CCCOc1ccc(Cl)cc1Cl,46.0,1.662757832
457,CCC(CO)C(O)CCC,42000.0,4.62324929
458,CCN(CC)C(=S)SCC(=C)Cl,100.0,2.0
459,c1cccc2[nH][n][n]c21,19800.0,4.29666519
460,c1cccc2[s]ccc21,130.0,2.113943352
461,c1[n]c2ccccc2[s]1,4300.0,3.633468456
462,Cc1ccccc1C,178.0,2.250420002
463,Cc1ccccc1O,25900.0,4.413299764
464,Cc1ccccc1Cl,374.0,2.572871602
465,Clc1ccccc1Cl,156.0,2.193124598
466,Nc1ccccc1Cl,8160.0,3.911690159
467,Cc1ccccc1N,16600.0,4.220108088
468,Nc1ccccc1N,40400.0,4.606381365
469,Nc1ccccc1O,20000.0,4.301029996
470,Oc1ccccc1Cl,11300.0,4.053078443
471,Cc1cc(C)c(C)cc1,57.0,1.755874856
472,Cc1cc(O)ccc1C,4760.0,3.677606953
473,Cc1cc(Cl)c(Cl)cc1,26.0,1.414973348
474,Nc1cc(Cl)c(Cl)cc1,92.0,1.963787827
475,Cc1cc(O)c(C)cc1,3540.0,3.549003262
476,Cc1cc(C)c(C)cc1C,3.48,0.541579244
477,Clc1cc(Cl)c(Cl)cc1Cl,0.595,-0.225483034
478,Oc1cc(Cl)c(Cl)cc1Cl,1200.0,3.079181246
479,C1OC1c1ccccc1,3000.0,3.477121255
480,ClCC(Br)CBr,1230.0,3.089905111
481,CC(CC)CC,17.9,1.252853031
482,CCC(=O)CC,45900.0,4.661812686
483,OC(CCl)CCl,99000.0,4.995635195
484,COC(=O)C=C,49400.0,4.693726949
485,CC1CCCC1,42.0,1.62324929
486,S=C1NCCN1,20000.0,4.301029996
487,CC1CCCO1,138700.0,5.142076461
488,O=C1CCCO1,1000000.0,6.0
489,CC(OP(C)(=O)F)C(C)(C)C,21000.0,4.322219295
490,Nc1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,1400.0,3.146128036
491,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,30.0,1.477121255
492,CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,386800.0,5.587486465
493,COc1cc(CC=C)ccc1O,2463.0,3.391464412
494,CC(=C)C(=O)OCC,5400.0,3.73239376
495,C=C(CC(O)=O)C(O)=O,76800.0,4.88536122
496,CCN(CC)C(=S)SSC(=S)N(CC)CC,4.09,0.611723308
497,CC(C)C(=O)OCC(C)C,1000.0,3.0
498,CC(=C)C(=O)OCC(C)C,1300.0,3.113943352
499,CC(=C)C(=O)OCCCC,800.0,2.903089987
500,CCC(CO)CC,4000.0,3.602059991
501,OCc1ccco1,1000000.0,6.0
502,O=Cc1ccco1,74100.0,4.869818208
503,CC(C)(C)c1ccccc1,29.5,1.469822016
504,ClC(Cl)(Cl)c1ccccc1,53.0,1.72427587
505,FC(F)(F)c1ccccc1,140.0,2.146128036
506,NS(=O)(=O)c1ccccc1,4300.0,3.633468456
507,CC(C)(C)c1cc(O)c(O)cc1,2000.0,3.301029996
508,CC(C)(C)c1ccc(O)cc1,580.0,2.763427994
509,CC1CCC(CC=1)C(C)(C)O,7100.0,3.851258349
510,CC(C)(C)c1ccc(cc1)C(O)=O,28.0,1.447158031
511,OC(=O)[C@@H]1CCC(=O)N1,476000.0,5.677606953
512,CC(C)c1ccccc1,61.3,1.787460475
513,CC(=C)c1ccccc1,116.0,2.064457989
514,CC(N)c1ccccc1,42000.0,4.62324929
515,CC(=O)c1ccccc1,6130.0,3.787460475
516,ClC(Cl)c1ccccc1,250.0,2.397940009
517,OC(=O)C1CCCCC1,4600.0,3.662757832
518,NC(=O)c1ccc[n]c1,500000.0,5.698970004
519,[O-][N+](=O)c1ccccc1,2090.0,3.320146286
520,NC(=O)c1c[n]cc[n]1,15000.0,4.176091259
521,Cc1cc(ccc1)C(O)=O,980.0,2.991226076
522,Nc1cc(ccc1)C(O)=O,5900.0,3.770852012
523,Oc1cccc(c1)C(O)=O,7250.0,3.860338007
524,Cc1cc(ccc1)[N+]([O-])=O,500.0,2.698970004
525,Nc1cc(ccc1)[N+]([O-])=O,1200.0,3.079181246
526,OC(=O)C(CC(O)=O)CC(O)=O,332000.0,5.521138084
527,COC(=O)c1cc(O)c(O)c(O)c1,10600.0,4.025305865
528,Nc1c(Cl)cc(cc1Cl)[N+]([O-])=O,7.0,0.84509804
529,[O-][N+](=O)c1cc(cc(c1)[N+]([O-])=O)C(O)=O,1350.0,3.130333768
530,[O-][N+](=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,278.0,2.444044796
531,CC1=CCC(CC1=O)C(C)=C,1300.0,3.113943352
532,Oc1cc(ccc1O)C(O)=O,18200.0,4.260071388
533,[O-][N+](=O)c1cc(Cl)c(Cl)cc1,121.0,2.08278537
534,[O-][N+](=O)c1cccc(c1)C=O,1630.0,3.212187604
535,[O-][N+](=O)c1cc(ccc1)[N+]([O-])=O,533.0,2.726727209
536,CCCC(CCC)C(O)=O,2000.0,3.301029996
537,CCC(C)c1ccc(O)cc1,960.0,2.982271233
538,COC(=O)c1ccc(O)cc1,2500.0,3.397940009
539,Cc1ccc(cc1)C(C)C,23.4,1.369215857
540,CC(=O)c1ccc(N)cc1,3350.0,3.525044807
541,CC(=O)c1ccc(O)cc1,9900.0,3.995635195
542,Cc1ccc(cc1)C(O)=O,340.0,2.531478917
543,Oc1ccc(cc1)C(O)=O,5000.0,3.698970004
544,Cc1ccc(cc1)N(C)C,650.0,2.812913357
545,Cc1ccc(cc1)[N+]([O-])=O,442.0,2.645422269
546,[O-][N+](=O)c1ccc(Cl)cc1,225.0,2.352182518
547,Nc1ccc(cc1)[N+]([O-])=O,728.0,2.862131379
548,[O-][N+](=O)c1ccc(O)cc1,11600.0,4.064457989
549,COc1ccc(cc1)C(O)=O,530.0,2.72427587
550,COc1ccc(cc1)[N+]([O-])=O,590.0,2.770852012
551,[O-][N+](=O)c1ccc(cc1)[N+]([O-])=O,69.0,1.838849091
552,OC(=O)c1ccc(c[n]1)C(O)=O,1200.0,3.079181246
553,C=CC1CC=CCC1,50.0,1.698970004
554,CCc1ccccc1,169.0,2.227886705
555,C=Cc1ccccc1,310.0,2.491361694
556,ClCc1ccccc1,525.0,2.720159303
557,NCc1ccccc1,1000000.0,6.0
558,N#Cc1ccccc1,2000.0,3.301029996
559,OCc1ccccc1,42900.0,4.632457292
560,O=Cc1ccccc1,6950.0,3.841984805
561,OCc1c[n]ccc1,1000000.0,6.0
562,CNc1ccccc1,5620.0,3.749736316
563,NNc1ccccc1,127000.0,5.103803721
564,ONc1ccccc1,40000.0,4.602059991
565,COc1ccccc1,1040.0,3.017033339
566,CSc1ccccc1,506.0,2.704150517
567,CCc1cccc[n]1,340000.0,5.531478917
568,O=NN1CCCCC1,76500.0,4.883661435
569,Cc1cc(C=C)ccc1,89.0,1.949390007
570,Oc1cc(C=O)ccc1,7190.0,3.85672889
571,Clc1ccccc1Nc1[n]c(Cl)[n]c(Cl)[n]1,8.0,0.903089987
572,CC(C)OC(=O)Nc1cccc(Cl)c1,89.0,1.949390007
573,O=C(Nc1cc(Cl)ccc1)OCC#CCCl,11.0,1.041392685
574,CN(C)C(=O)Nc1ccccc1,4030.0,3.605305046
575,Nc1ccc(Cc2ccc(N)cc2)cc1,1000.0,3.0
576,C(c1ccccc1)c1ccccc1,14.1,1.149219113
577,c1ccccc1Oc1ccccc1,18.0,1.255272505
578,CCCN(CCC)CCC,748.0,2.873901598
579,CC(=O)OC(COC(C)=O)COC(C)=O,58000.0,4.763427994
580,CCCCN(CCCC)CCCC,142.0,2.152288344
581,C(Cc1ccccc1)c1ccccc1,4.3,0.633468456
582,c1ccccc1/C=C/c1ccccc1,0.29,-0.537602002
583,c1ccccc1N=Nc1ccccc1,6.4,0.806179974
584,CCOC(=O)C=Cc1ccccc1,178.0,2.250420002
585,C(OCc1ccccc1)c1ccccc1,40.0,1.602059991
586,CCCc1ccccc1,52.2,1.717670503
587,O=CNc1ccccc1,28600.0,4.456366033
588,CCOc1ccccc1,569.0,2.755112266
589,OC(=O)Cc1ccccc1,16600.0,4.220108088
590,CC(=O)Nc1ccccc1,6390.0,3.805500858
591,NC(=S)Nc1ccccc1,2470.0,3.392696953
592,CC(=O)Nc1ccc(O)cc1,14000.0,4.146128036
593,COc1ccc(C=CC(=O)OCCOCC)cc1,500.0,2.698970004
594,OCC(O)COc1ccc(Cl)cc1,10000.0,4.0
595,CC=Cc1ccc(cc1)OC,111.0,2.045322979
596,CCCCc1ccccc1,11.8,1.071882007
597,O=CC=Cc1ccccc1,1420.0,3.152288344
598,CCCCC(CN)CC,2500.0,3.397940009
599,CCCCC(CO)CC,880.0,2.944482672
600,Cc1ccc(C=O)cc1,2271.0,3.356217134
601,OC(=O)/C=C/c1c[nH]c[n]1,1500.0,3.176091259
602,CCc1ccc(CC)cc1,24.8,1.394451681
603,CCCC(C)CO,6000.0,3.77815125
604,CCC(=O)OCC,19200.0,4.283301229
605,CCOC(=O)NC,690000.0,5.838849091
606,CC(=O)CC(=O)OC,500000.0,5.698970004
607,CCC(C)OC(C)=O,6200.0,3.792391689
608,CCOC(=O)CC(=O)OCC,23200.0,4.365487985
609,CCOC(=O)CCC,4900.0,3.69019608
610,CCOC(=O)CC#N,20000.0,4.301029996
611,CC(OCC)OCC,44000.0,4.643452676
612,CCOC(=O)OCC,18800.0,4.274157849
613,O=C1CCCCCN1,772000.0,5.8876173
614,CCCOC(=O)CCC,1620.0,3.209515015
615,Cc1cc(C)c(O)cc1,7870.0,3.895974732
616,CCCCCCC(=O)OCC,290.0,2.462397998
617,CCCCCCCC(=O)OCC,70.07,1.845532117
618,CCCCC(=O)CC,4300.0,3.633468456
619,CCC(=O)OCCC,5302.0,3.724439723
620,Brc1ccc(Br)cc1,20.0,1.301029996
621,Cc1ccc(Br)cc1,110.0,2.041392685
622,Clc1ccc(Br)cc1,44.9,1.652246341
623,Oc1ccc(Br)cc1,14000.0,4.146128036
624,Cc1ccc(C)cc1,162.0,2.209515015
625,Cc1ccc(Cl)cc1,106.0,2.025305865
626,Cc1ccc(O)cc1,21500.0,4.33243846
627,Clc1ccc(Cl)cc1,81.3,1.910090546
628,Nc1ccc(Cl)cc1,3900.0,3.591064607
629,Oc1ccc(Cl)cc1,24000.0,4.380211242
630,Cc1ccc(N)cc1,6500.0,3.812913357
631,Nc1ccc(N)cc1,37000.0,4.568201724
632,O=C1C=CC(=O)C=C1,11100.0,4.045322979
633,CC(C)COC(=O)C=C,2000.0,3.301029996
634,CCCCCC(=O)OC,1327.0,3.122870923
635,CCC1CO1,95000.0,4.977723605
636,ClCC1CO1,65900.0,4.818885415
637,C=CCOCC1CO1,141000.0,5.149219113
638,BrCCBr,3910.0,3.592176757
639,CCCBr,2450.0,3.389166084
640,C=CCBr,3830.0,3.583198774
641,CCCC,61.2,1.786751422
642,CCC=C,221.0,2.344392274
643,C=CC=C,735.0,2.866287339
644,CCC#C,2870.0,3.457881897
645,C=CC=O,212000.0,5.326335861
646,ClCCBr,6900.0,3.838849091
647,C=CCCl,3370.0,3.527629901
648,ClCCCl,8600.0,3.934498451
649,OCCCl,1000000.0,6.0
650,CCCI,1070.0,3.029383778
651,CCCN,1000000.0,6.0
652,C=CCN,1000000.0,6.0
653,CCC#N,103000.0,5.012837225
654,C=CC#N,74500.0,4.872156273
655,C=CCO,1000000.0,6.0
656,C#CCO,1000000.0,6.0
657,OCCO,1000000.0,6.0
658,COC=O,230000.0,5.361727836
659,NCCS(O)(=O)=O,80700.0,4.906873535
660,NC(=O)OCC(Cl)(Cl)Cl,10000.0,4.0
661,CC(C)CCBr,196.4,2.293141483
662,CCCC(C)C,14.0,1.146128036
663,CCCC(C)=O,43000.0,4.633468456
664,NC(=O)CC#N,130000.0,5.113943352
665,CCCC(O)=O,60000.0,4.77815125
666,NCCC(O)=O,545000.0,5.736396502
667,CNCC(O)=O,300000.0,5.477121255
668,CCC[N+]([O-])=O,15000.0,4.176091259
669,CC(=O)OC=C,20000.0,4.301029996
670,CC(C)CC(C)C,5.5,0.740362689
671,CC(C)CC(C)=O,19000.0,4.278753601
672,CC(C)CC(C)O,16400.0,4.214843848
673,CC(C)NC(C)C,110000.0,5.041392685
674,CC(C)OC(C)C,8800.0,3.944482672
675,CC(C)OC(C)=O,30900.0,4.489958479
676,CC(=O)OC(C)=O,120000.0,5.079181246
677,C=C1C=CC(=O)O1,10000.0,4.0
678,CC1COC(=O)O1,175000.0,5.243038049
679,Brc1cc(Br)ccc1,67.5,1.829303773
680,Clc1cc(Br)ccc1,118.0,2.071882007
681,Cc1cc(C)ccc1,161.0,2.206825876
682,Cc1cc(O)ccc1,22700.0,4.356025857
683,Nc1cc(Cl)ccc1,5400.0,3.73239376
684,Oc1cc(Cl)ccc1,26000.0,4.414973348
685,Cc1cc(N)ccc1,15000.0,4.176091259
686,Nc1cc(N)ccc1,238000.0,5.376576957
687,Oc1cc(O)ccc1,717000.0,5.855519156
688,Cc1cc(C)[n]cc1,350000.0,5.544068044
689,Cc1cccc(C)[n]1,300000.0,5.477121255
690,CC(CCl)OC(C)CCl,1700.0,3.230448921
691,CCOC(=O)CC(C)C,2000.0,3.301029996
692,COCC(C)OC(C)=O,198000.0,5.29666519
693,Cc1cc(C)cc(C)c1,48.2,1.683047038
694,Cc1cc(O)cc(C)c1,4880.0,3.688419822
695,Clc1cc(Cl)cc(Cl)c1,6.01,0.778874472
696,Oc1cc(O)cc(O)c1,10600.0,4.025305865
